timestamp,Well ID,Flow (gpm),Discharge Pressure (psi),Suction Pressure (psi),Motor Power (hp),Pump Efficiency (%),Motor Speed (rpm),flow_deviation_pct,head_deviation_pct,power_deviation_pct,efficiency_deviation_pct,status
2024-06-02 08:00:00,Well 1,251.76,80.52,25.0,19.73,59.94,1800,-0.22589466175247558,6.918071969193989,-1.523013430108901,-0.1000000000000038,Warning
2024-06-02 09:00:00,Well 1,250.92,73.72,25.0,19.38,55.68,1800,-0.5587920580192703,-2.1112734032665026,-3.2699442613031238,-7.200000000000001,Warning
2024-06-02 10:00:00,Well 1,250.56,78.35,25.0,19.86,57.65,1800,-0.7014623707050331,4.036648519452917,-0.8741534070939114,-3.916666666666669,Warning
2024-06-02 11:00:00,Well 1,249.73,74.34,25.0,19.87,54.51,1800,-1.0303967027305603,-1.2880095604833341,-0.8242410976312117,-9.150000000000004,Warning
2024-06-02 12:00:00,Well 1,254.07,74.26,25.0,19.45,56.59,1800,0.6895731779812074,-1.3942371531005142,-2.9205580950642798,-5.683333333333327,Warning
2024-06-02 13:00:00,Well 1,253.45,75.85,25.0,20.39,55.01,1800,0.4438631950223818,0.7170362501659701,1.7711989944287645,-8.31666666666667,Warning
2024-06-02 14:00:00,Well 1,246.53,75.59,25.0,19.79,54.93,1800,-2.298577259937388,0.3717965741601396,-1.2235395733327559,-8.450000000000001,Warning
2024-06-02 15:00:00,Well 1,241.48,75.27,25.0,20.28,52.28,1800,-4.299924701779425,-0.05311379630859946,1.2221635903391563,-12.866666666666665,Warning
2024-06-02 16:00:00,Well 1,249.48,75.62,25.0,19.85,55.44,1800,-1.1294733087623439,0.41163192139158444,-0.9240657165565933,-7.600000000000004,Warning
2024-06-02 17:00:00,Well 1,253.47,74.45,25.0,20.41,53.93,1800,0.45178932350492856,-1.141946620634709,1.871023613354146,-10.116666666666667,Warning
2024-06-02 18:00:00,Well 1,253.18,76.08,25.0,20.09,55.93,1800,0.33686046050806256,1.0224405789403745,0.2738297105480042,-6.783333333333334,Warning
2024-06-02 19:00:00,Well 1,244.79,74.86,25.0,19.87,53.8,1800,-2.988150437918607,-0.5975302084716543,-0.8242410976312117,-10.333333333333337,Warning
2024-06-02 20:00:00,Well 1,249.02,80.35,25.0,19.28,60.53,1800,-1.311774263860818,6.692338334882475,-3.7690673559300323,0.8833333333333353,Warning
2024-06-02 21:00:00,Well 1,259.27,74.01,25.0,20.63,54.27,1800,2.7503665834423052,-1.7261983800292087,2.969094421533362,-9.549999999999995,Warning
2024-06-02 22:00:00,Well 1,247.13,77.38,25.0,20.58,54.2,1800,-2.060793405461109,2.7486389589695834,2.719532874219899,-9.666666666666663,Warning
2024-06-02 23:00:00,Well 1,248.82,74.7,25.0,20.23,53.6,1800,-1.3910355486862518,-0.8099853937060144,0.9726020430256934,-10.666666666666664,Warning
2024-06-03 00:00:00,Well 1,256.61,74.87,25.0,20.66,54.24,1800,1.6961914952641388,-0.5842517593944997,3.118831349921443,-9.599999999999996,Warning
2024-06-03 01:00:00,Well 1,250.67,76.95,25.0,19.67,57.21,1800,-0.6578686640510542,2.177665648652238,-1.822487286885046,-4.649999999999999,Warning
2024-06-03 02:00:00,Well 1,252.8,74.21,25.0,19.88,55.04,1800,0.18626401933975303,-1.460629398486268,-0.7743287881685298,-8.266666666666667,Warning
2024-06-03 03:00:00,Well 1,246.78,75.43,25.0,20.01,54.27,1800,-2.199500653905604,0.1593413889257795,-0.12546876515352243,-9.549999999999995,Warning
2024-06-03 04:00:00,Well 1,243.41,70.42,25.0,20.08,50.0,1800,-3.5350533032140508,-6.493161598725269,0.2239174010853045,-16.666666666666664,Critical
2024-06-03 05:00:00,Well 1,256.51,77.67,25.0,20.13,57.73,1800,1.6565608528514162,3.1337139822068774,0.47347894839876753,-3.7833333333333385,Warning
2024-06-03 06:00:00,Well 1,251.53,77.51,25.0,20.37,55.83,1800,-0.3170451393017126,2.9212587969725172,1.6713743755033827,-6.950000000000004,Warning
2024-06-03 07:00:00,Well 1,248.58,74.2,25.0,19.75,54.47,1800,-1.4861490904767567,-1.4739078475634038,-1.4231888111835194,-9.216666666666669,Warning
2024-06-03 08:00:00,Well 1,249.27,77.91,25.0,20.47,55.35,1800,-1.2126976578290343,3.4523967600584173,2.170497470130291,-7.749999999999997,Warning
2024-06-03 09:00:00,Well 1,260.48,74.92,25.0,19.44,58.55,1800,3.229897356636153,-0.5178595140087645,-2.9704704045269614,-2.4166666666666714,Warning
2024-06-03 10:00:00,Well 1,251.24,77.45,25.0,19.66,57.73,1800,-0.4319740022985786,2.8415881025096277,-1.8723995963477458,-3.7833333333333385,Warning
2024-06-03 11:00:00,Well 1,256.88,77.93,25.0,19.8,58.98,1800,1.8031942297784578,3.4789536582127267,-1.1736272638700564,-1.7000000000000053,Warning
2024-06-03 12:00:00,Well 1,248.02,77.61,25.0,20.59,54.52,1800,-1.708080687987953,3.054043287743988,2.7694451836825986,-9.133333333333328,Warning
2024-06-03 13:00:00,Well 1,253.62,75.81,25.0,19.91,56.32,1800,0.5112352871240011,0.6639224538573895,-0.6245918597804484,-6.133333333333333,Warning
2024-06-03 14:00:00,Well 1,254.95,74.15,25.0,20.57,53.6,1800,1.0383228312130846,-1.540300092949139,2.669620564757217,-10.666666666666664,Warning
2024-06-03 15:00:00,Well 1,250.44,78.55,25.0,19.85,57.81,1800,-0.7490191416002911,4.3022175009958765,-0.9240657165565933,-3.6499999999999964,Warning
2024-06-03 16:00:00,Well 1,251.6,76.26,25.0,20.49,54.61,1800,-0.28930368961281583,1.2614526623290439,2.2703220890556723,-8.983333333333334,Warning
2024-06-03 17:00:00,Well 1,251.06,77.78,25.0,20.29,56.15,1800,-0.5033091586414656,3.279776922055502,1.2720758998018384,-6.416666666666669,Warning
2024-06-03 18:00:00,Well 1,258.8,74.94,25.0,19.79,57.16,1800,2.564102564102564,-0.49130261585447427,-1.2235395733327559,-4.733333333333339,Warning
2024-06-03 19:00:00,Well 1,256.85,73.33,25.0,20.4,53.87,1800,1.7913050370546544,-2.6291329172752675,1.8211113038914464,-10.21666666666667,Warning
2024-06-03 20:00:00,Well 1,254.74,75.27,25.0,20.11,55.61,1800,0.9550984821463943,-0.05311379630859946,0.37365432947338584,-7.316666666666667,Warning
2024-06-03 21:00:00,Well 1,248.29,74.59,25.0,19.49,55.44,1800,-1.6010779534736337,-0.9560483335546393,-2.7209088572135163,-7.600000000000004,Warning
2024-06-03 22:00:00,Well 1,245.15,73.34,25.0,19.83,52.89,1800,-2.845480125232833,-2.615854468198113,-1.0238903354819928,-11.85,Warning
2024-06-03 23:00:00,Well 1,251.85,73.51,25.0,20.23,53.4,1800,-0.19022708358103205,-2.390120833886598,0.9726020430256934,-11.000000000000004,Warning
2024-06-04 00:00:00,Well 1,242.97,74.74,25.0,19.37,54.68,1800,-3.70942812982999,-0.7568715973974338,-3.3198565707658063,-8.866666666666667,Warning
2024-06-04 01:00:00,Well 1,257.81,76.13,25.0,19.93,57.44,1800,2.171759204216696,1.0888328243261096,-0.5247672408550668,-4.266666666666671,Warning
2024-06-04 02:00:00,Well 1,251.64,75.25,25.0,20.42,54.09,1800,-0.2734514326477336,-0.07967069446288975,1.9209359228168459,-9.849999999999994,Warning
2024-06-04 03:00:00,Well 1,253.82,73.96,25.0,20.14,54.37,1800,0.5904965719494236,-1.7925906254149626,0.5233912578614672,-9.383333333333338,Warning
2024-06-04 04:00:00,Well 1,249.73,75.92,25.0,20.29,54.5,1800,-1.0303967027305603,0.8099853937060144,1.2720758998018384,-9.166666666666666,Warning
2024-06-04 05:00:00,Well 1,258.6,74.88,25.0,20.03,56.39,1800,2.4848412792771413,-0.570973310317364,-0.025644146228140763,-6.016666666666666,Warning
2024-06-04 06:00:00,Well 1,250.19,76.03,25.0,20.65,53.73,1800,-0.848095747632075,0.9560483335546393,3.0689190404587436,-10.450000000000005,Warning
2024-06-04 07:00:00,Well 1,254.28,75.06,25.0,19.62,56.76,1800,0.7727975270479089,-0.33196122692869473,-2.072048834198509,-5.400000000000003,Warning
2024-06-04 08:00:00,Well 1,260.21,77.89,25.0,19.85,59.57,1800,3.1228946221218115,3.425839861904127,-0.9240657165565933,-0.7166666666666662,Warning
2024-06-04 09:00:00,Well 1,249.67,76.31,25.0,20.84,53.32,1800,-1.0541750881781893,1.327844907714779,4.017252920249896,-11.133333333333333,Warning
2024-06-04 10:00:00,Well 1,252.17,73.79,25.0,20.11,53.97,1800,-0.06340902786035153,-2.0183242597264583,0.37365432947338584,-10.050000000000002,Warning
2024-06-04 11:00:00,Well 1,257.62,74.52,25.0,19.33,57.94,1800,2.096460983632541,-1.0489974770946837,-3.5195058086165876,-3.4333333333333367,Warning
2024-06-04 12:00:00,Well 1,243.37,74.71,25.0,20.7,51.23,1800,-3.5509055601791335,-0.7967069446288786,3.3184805877722066,-14.616666666666672,Warning
2024-06-04 13:00:00,Well 1,258.35,76.85,25.0,19.8,58.48,1800,2.3857646732453572,2.044881157880749,-1.1736272638700564,-2.5333333333333385,Warning
2024-06-04 14:00:00,Well 1,250.57,75.19,25.0,20.26,54.25,1800,-0.6974993064637655,-0.1593413889257795,1.1223389714137748,-9.583333333333334,Warning
2024-06-04 15:00:00,Well 1,247.98,79.77,25.0,19.58,58.93,1800,-1.7239329449530465,5.922188288407906,-2.27169807204929,-1.7833333333333337,Warning
2024-06-04 16:00:00,Well 1,255.94,75.09,25.0,19.73,56.84,1800,1.4306661910989518,-0.29212587969724985,-1.523013430108901,-5.266666666666661,Warning
2024-06-04 17:00:00,Well 1,244.52,77.82,25.0,19.81,56.02,1800,-3.0951531724329255,3.332890718364083,-1.1237149544073743,-6.633333333333328,Warning
2024-06-04 18:00:00,Well 1,250.2,73.9,25.0,20.42,52.83,1800,-0.8441326833908072,-1.8722613198778337,1.9209359228168459,-11.950000000000003,Warning
2024-06-04 19:00:00,Well 1,249.85,76.17,25.0,19.69,56.38,1800,-0.9828399318353023,1.141946620634709,-1.7226626679596642,-6.033333333333329,Warning
2024-06-04 20:00:00,Well 1,250.58,79.27,25.0,19.89,58.24,1800,-0.6935362422224864,5.258265834550516,-0.72441647870583,-2.93333333333333,Warning
2024-06-04 21:00:00,Well 1,251.2,76.93,25.0,20.36,55.37,1800,-0.44782625926367214,2.1511087504979476,1.6214620660406829,-7.71666666666667,Warning
2024-06-04 22:00:00,Well 1,250.46,75.39,25.0,20.25,54.38,1800,-0.7410930131177444,0.10622759261718004,1.0724266619510752,-9.366666666666662,Warning
2024-06-04 23:00:00,Well 1,249.12,73.28,25.0,19.93,53.43,1800,-1.2721436214481068,-2.695525162661003,-0.5247672408550668,-10.95,Warning
2024-06-05 00:00:00,Well 1,249.87,76.25,25.0,19.99,55.59,1800,-0.9749138033527555,1.2481742132518892,-0.2252933840789218,-7.349999999999994,Warning
2024-06-05 01:00:00,Well 1,253.25,79.19,25.0,20.34,57.51,1800,0.3646019101969593,5.152038241933337,1.5216374471153014,-4.150000000000003,Warning
2024-06-05 02:00:00,Well 1,252.09,73.43,25.0,19.44,55.55,1800,-0.09511354179051602,-2.4963484265037783,-2.9704704045269614,-7.416666666666671,Warning
2024-06-05 03:00:00,Well 1,256.59,78.96,25.0,20.72,57.05,1800,1.6882653667815808,4.846633913158931,3.418305206697588,-4.916666666666671,Warning
2024-06-05 04:00:00,Well 1,251.72,74.71,25.0,20.04,54.74,1800,-0.24174691871755782,-0.7967069446288786,0.024268163234541194,-8.766666666666662,Warning
2024-06-05 05:00:00,Well 1,246.77,77.72,25.0,20.15,55.53,1800,-2.203463718146872,3.2001062275926127,0.5733035673241491,-7.449999999999998,Warning
2024-06-05 06:00:00,Well 1,253.26,75.83,25.0,20.65,54.24,1800,0.36856497443822706,0.6904793520116798,3.0689190404587436,-9.599999999999996,Warning
2024-06-05 07:00:00,Well 1,257.09,69.64,25.0,20.57,50.77,1800,1.886418578845148,-7.528880626742798,2.669620564757217,-15.38333333333333,Critical
2024-06-05 08:00:00,Well 1,254.76,72.4,25.0,19.58,54.94,1800,0.9630246106289297,-3.864028681450002,-2.27169807204929,-8.433333333333337,Warning
2024-06-05 09:00:00,Well 1,260.96,73.62,25.0,20.64,54.29,1800,3.4201244402171627,-2.244057894037973,3.0190067309960615,-9.516666666666667,Warning
2024-06-05 10:00:00,Well 1,246.3,72.01,25.0,19.45,53.21,1800,-2.3897277374866253,-4.3818881954587665,-2.9205580950642798,-11.316666666666665,Warning
2024-06-05 11:00:00,Well 1,252.92,75.35,25.0,19.74,56.3,1800,0.23382079023499977,0.05311379630858059,-1.473101120646219,-6.166666666666671,Warning
2024-06-05 12:00:00,Well 1,251.08,73.76,25.0,20.1,53.74,1800,-0.4953830301589189,-2.0581596069579033,0.3237420200107039,-10.43333333333333,Warning
2024-06-05 13:00:00,Well 1,252.85,74.06,25.0,20.1,54.34,1800,0.20607934054610302,-1.6598061346434736,0.3237420200107039,-9.433333333333328,Warning
2024-06-05 14:00:00,Well 1,248.27,75.17,25.0,19.39,56.15,1800,-1.6090040819561693,-0.1858982870800698,-3.220031951840425,-6.416666666666669,Warning
2024-06-05 15:00:00,Well 1,248.89,75.58,25.0,19.74,55.6,1800,-1.363294098997355,0.35851812508298503,-1.473101120646219,-7.33333333333333,Warning
2024-06-05 16:00:00,Well 1,253.91,79.56,25.0,20.86,56.5,1800,0.6261641501208671,5.643340857787811,4.117077539175278,-5.833333333333333,Warning
2024-06-05 17:00:00,Well 1,246.04,74.71,25.0,20.01,53.57,1800,-2.4927674077596875,-0.7967069446288786,-0.12546876515352243,-10.716666666666667,Warning
2024-06-05 18:00:00,Well 1,246.45,76.63,25.0,19.95,55.22,1800,-2.3302817738675636,1.7527552781834992,-0.4249426219296851,-7.9666666666666694,Warning
2024-06-05 19:00:00,Well 1,266.92,73.54,25.0,19.86,57.66,1800,5.782110728014902,-2.350285486655153,-0.8741534070939114,-3.9000000000000057,Warning
2024-06-05 20:00:00,Well 1,245.39,78.03,25.0,20.1,55.56,1800,-2.750366583442328,3.611738148984197,0.3237420200107039,-7.399999999999997,Warning
2024-06-05 21:00:00,Well 1,260.22,74.76,25.0,19.87,57.13,1800,3.1268576863631012,-0.7303146992431245,-0.8242410976312117,-4.783333333333329,Warning
2024-06-05 22:00:00,Well 1,242.74,73.89,25.0,19.77,52.92,1800,-3.800578607379227,-1.8855397689549882,-1.3233641922581376,-11.799999999999997,Warning
2024-06-05 23:00:00,Well 1,251.96,78.49,25.0,20.24,56.98,1800,-0.1466333769270418,4.2225468065329865,1.0225143524883753,-5.0333333333333385,Warning
2024-06-06 00:00:00,Well 1,251.23,73.24,25.0,19.02,56.43,1800,-0.4359370665398576,-2.748638958969602,-5.066787401960029,-5.95,Warning
2024-06-06 01:00:00,Well 1,247.51,79.41,25.0,20.09,57.07,1800,-1.9101969642927996,5.444164121630586,0.2738297105480042,-4.883333333333333,Warning
2024-06-06 02:00:00,Well 1,257.29,73.88,25.0,20.11,55.14,1800,1.965679863670593,-1.8988182180321427,0.37365432947338584,-8.1,Warning
2024-06-06 03:00:00,Well 1,249.14,74.89,25.0,20.34,53.5,1800,-1.2642174929655712,-0.5576948612402094,1.5216374471153014,-10.833333333333334,Warning
2024-06-06 04:00:00,Well 1,249.19,79.63,25.0,19.58,59.11,1800,-1.24440217175921,5.736290001327836,-2.27169807204929,-1.4833333333333343,Warning
2024-06-06 05:00:00,Well 1,250.62,74.58,25.0,19.84,54.97,1800,-0.6776839852574041,-0.9693267826317938,-0.973978026019293,-8.383333333333336,Warning
2024-06-06 06:00:00,Well 1,249.15,77.15,25.0,20.34,55.14,1800,-1.2602544287242923,2.4432346301951977,1.5216374471153014,-8.1,Warning
2024-06-06 07:00:00,Well 1,251.88,75.57,25.0,20.64,53.8,1800,-0.17833789085721755,0.34523967600583044,3.0190067309960615,-10.333333333333337,Warning
2024-06-06 08:00:00,Well 1,257.32,75.55,25.0,20.3,55.86,1800,1.9775690563943964,0.3186827778515401,1.321988209264538,-6.9,Warning
2024-06-06 09:00:00,Well 1,247.45,76.04,25.0,19.83,55.36,1800,-1.9339753497404286,0.9693267826317938,-1.0238903354819928,-7.733333333333333,Warning
2024-06-06 10:00:00,Well 1,255.18,76.57,25.0,19.89,57.31,1800,1.1294733087623325,1.6730845837206094,-0.72441647870583,-4.48333333333333,Warning
2024-06-06 11:00:00,Well 1,247.52,76.56,25.0,19.47,56.78,1800,-1.9062339000515207,1.6598061346434736,-2.820733476138898,-5.3666666666666645,Warning
2024-06-06 12:00:00,Well 1,256.54,74.89,25.0,19.97,56.11,1800,1.668450045575242,-0.5576948612402094,-0.32511800300430344,-6.483333333333334,Warning
2024-06-06 13:00:00,Well 1,257.19,74.54,25.0,20.51,54.51,1800,1.9260492212578706,-1.0224405789403745,2.370146707981072,-9.150000000000004,Warning
2024-06-06 14:00:00,Well 1,250.55,77.41,25.0,20.07,56.39,1800,-0.7054254349463009,2.7884743062010284,0.17400509162262254,-6.016666666666666,Warning
2024-06-06 15:00:00,Well 1,247.87,77.85,25.0,19.79,56.89,1800,-1.7675266516070254,3.372726065595528,-1.2235395733327559,-5.183333333333332,Warning
2024-06-06 16:00:00,Well 1,260.12,75.01,25.0,19.45,58.51,1800,3.0872270439503793,-0.3983534723144299,-2.9205580950642798,-2.4833333333333365,Warning
2024-06-06 17:00:00,Well 1,252.12,78.23,25.0,20.76,55.41,1800,-0.08322434906670152,3.8773071305271563,3.6179544445483693,-7.650000000000006,Warning
2024-06-06 18:00:00,Well 1,253.4,76.0,25.0,20.33,55.24,1800,0.4240478738160318,0.9162129863231944,1.4717251376526017,-7.93333333333333,Warning
2024-06-06 19:00:00,Well 1,243.0,73.19,25.0,19.35,53.61,1800,-3.6975389371061755,-2.8150312043553374,-3.419681189691188,-10.65,Warning
2024-06-06 20:00:00,Well 1,254.3,73.45,25.0,19.79,55.07,1800,0.7807236555304556,-2.469791528349488,-1.2235395733327559,-8.216666666666667,Warning
2024-06-06 21:00:00,Well 1,250.73,75.84,25.0,19.88,55.79,1800,-0.6340902786034252,0.7037578010888343,-0.7743287881685298,-7.016666666666668,Warning
2024-06-06 22:00:00,Well 1,254.1,76.95,25.0,19.58,58.27,1800,0.7014623707050219,2.177665648652238,-2.27169807204929,-2.883333333333328,Warning
2024-06-06 23:00:00,Well 1,253.33,72.34,25.0,20.54,52.05,1800,0.39630642412713507,-3.9436993759128915,2.5198836363691357,-13.250000000000004,Warning
2024-06-07 00:00:00,Well 1,247.58,76.91,25.0,19.92,55.75,1800,-1.8824555146038917,2.1245518523436386,-0.5746795503177488,-7.083333333333333,Warning
2024-06-07 01:00:00,Well 1,250.57,76.74,25.0,20.24,55.42,1800,-0.6974993064637655,1.898818218032124,1.0225143524883753,-7.633333333333331,Warning
2024-06-07 02:00:00,Well 1,252.58,78.11,25.0,20.56,55.98,1800,0.09907660603178377,3.717965741601377,2.6197082552945172,-6.700000000000005,Warning
2024-06-07 03:00:00,Well 1,252.6,78.42,25.0,19.43,59.46,1800,0.10700273451431926,4.129597662992961,-3.020382713989661,-0.8999999999999986,Warning
2024-06-07 04:00:00,Well 1,251.66,74.92,25.0,20.05,54.85,1800,-0.26552530416518677,-0.5178595140087645,0.07418047269724089,-8.58333333333333,Warning
2024-06-07 05:00:00,Well 1,252.75,74.84,25.0,19.2,57.48,1800,0.16644869813339178,-0.6240871066259446,-4.1683658316315775,-4.2000000000000055,Warning
2024-06-07 06:00:00,Well 1,252.94,73.87,25.0,19.59,55.65,1800,0.24174691871754656,-1.9120966671092785,-2.22178576258659,-7.250000000000003,Warning
2024-06-07 07:00:00,Well 1,251.07,73.58,25.0,20.44,52.71,1800,-0.4993460944001979,-2.297171690346573,2.020760541742227,-12.149999999999999,Warning
2024-06-07 08:00:00,Well 1,248.23,75.22,25.0,19.7,55.3,1800,-1.624856338921263,-0.11950604169433464,-1.6727503584969823,-7.833333333333338,Warning
2024-06-07 09:00:00,Well 1,250.35,69.08,25.0,20.19,50.0,1800,-0.7846867197717347,-8.272473775063077,0.7729528051749301,-16.666666666666664,Critical
2024-06-07 10:00:00,Well 1,247.93,74.21,25.0,19.9,53.95,1800,-1.7437482661593968,-1.460629398486268,-0.674504169243148,-10.083333333333329,Warning
2024-06-07 11:00:00,Well 1,257.8,72.66,25.0,19.82,55.14,1800,2.1677961399754286,-3.5187890054441713,-1.0738026449446747,-8.1,Warning
2024-06-07 12:00:00,Well 1,253.16,74.7,25.0,19.44,56.75,1800,0.3289343320255158,-0.8099853937060144,-2.9704704045269614,-5.416666666666667,Warning
2024-06-07 13:00:00,Well 1,256.76,75.92,25.0,19.35,58.76,1800,1.7556374588832,0.8099853937060144,-3.419681189691188,-2.06666666666667,Warning
2024-06-07 14:00:00,Well 1,252.14,74.17,25.0,19.89,54.86,1800,-0.07529822058416602,-1.5137431947948488,-0.72441647870583,-8.566666666666668,Warning
2024-06-07 15:00:00,Well 1,246.52,75.02,25.0,19.18,56.25,1800,-2.3025403241786555,-0.38507502323729415,-4.268190450556959,-6.25,Warning
2024-06-07 16:00:00,Well 1,250.74,76.35,25.0,19.51,57.24,1800,-0.6301272143621461,1.3809587040233595,-2.621084238288117,-4.599999999999996,Warning
2024-06-07 17:00:00,Well 1,254.14,74.64,25.0,20.0,55.31,1800,0.7173146276701041,-0.8896560881689041,-0.1753810746162221,-7.816666666666664,Warning
2024-06-07 18:00:00,Well 1,254.21,75.7,25.0,20.72,54.17,1800,0.7450560773590121,0.5178595140087645,3.418305206697588,-9.716666666666663,Warning
2024-06-07 19:00:00,Well 1,257.91,75.33,25.0,19.7,57.54,1800,2.2113898466294186,0.026556898154290295,-1.6727503584969823,-4.100000000000001,Warning
2024-06-07 20:00:00,Well 1,248.32,77.23,25.0,19.99,55.97,1800,-1.5891887607498194,2.549462222812378,-0.2252933840789218,-6.716666666666668,Warning
2024-06-07 21:00:00,Well 1,248.7,74.39,25.0,20.06,53.79,1800,-1.4385923195815098,-1.2216173150975989,0.12409278215992285,-10.350000000000001,Warning
2024-06-07 22:00:00,Well 1,245.9,78.4,25.0,20.19,55.69,1800,-2.548250307137481,4.103040764838671,0.7729528051749301,-7.183333333333337,Warning
2024-06-07 23:00:00,Well 1,247.99,72.9,25.0,19.53,53.99,1800,-1.7199698807117678,-3.2001062275926127,-2.521259619362735,-10.016666666666664,Warning
